WO_NO,EQP_TAG,DETC_DT,STRT_DT,END_DT,MNT_TYPE,FAIL_MODE,DOWN_MIN,PART_CHG,WRKR_ID,WRK_TEAM,REMARK
WO-2024-01158,P1-SM1-DCF01,2024-07-20 21:18,2024-07-21 02:46,2024-07-21 17:31,BM,SEL,0,N,MT-1004,MT-A,냉각수 누설
WO-2024-01159,P1-SP1-SNM01,2024-07-21 05:23,2024-07-21 08:37,2024-07-21 12:25,BM,MAL,95,N,MT-1011,MT-B,
WO-2024-01160,P1-BF1-HSV02,2024-07-21 06:26,2024-07-21 10:25,2024-07-21 12:42,BM,WER,136,Y,MT-1019,MT-D,"2호기 재발, 마모량 초과"
WO-2024-01161,P1-BF1-BFR01,2024-07-21 06:38,2024-07-21 07:19,2024-07-21 13:19,BM,,145,N,MT-1022,MT-D,"1호기 재발, 확인 중"
WO-2024-01162,P1-CR1-WLD01,2024-07-21 15:13,2024-07-29 19:48,2024-07-29 21:55,CBM,ELE,126,N,MT-1023,MT-D,ELE 이상
WO-2024-01163,P1-CR1-SPM01-MTR,2024-07-21 19:27,2024-07-21 20:05,2024-07-22 01:04,TBM,,190,Y,MT-1012,MT-B,월간 점검 완료
WO-2024-01164,P1-CC1-TUN01,2024-07-21 15:49,2024-07-21 17:28,2024-07-21 19:41,TBM,,45,N,MT-1023,MT-D,순회점검 후속
WO-2024-01165,P1-SP2-EXF01,2024-07-21 23:07,2024-07-21 23:54,2024-07-22 03:54,TBM,,135,N,MT-1010,MT-B,월간 점검 완료
WO-2024-01166,P1-SP2-DCF02,2024-07-22 07:58,2024-07-22 11:34,2024-07-22 17:42,BM,WER,368,N,MT-1001,MT-A,마모량 초과
WO-2024-01167,P1-SP2-MIX02,2024-07-22 11:06,2024-07-22 13:09,2024-07-22 16:52,TBM,,180,N,MT-1004,MT-A,월간 점검 완료
WO-2024-01168,P1-CC2-TUN01,2024-07-22 15:11,2024-07-22 16:18,2024-07-22 17:14,TBM,,56,N,MT-1005,MT-A,월간 점검 완료
WO-2024-01169,P1-CC1-SCC01,2024-07-22 22:03,2024-07-23 01:04,2024-07-23 04:22,TBM,,198,Y,MT-1018,MT-C,
WO-2024-01170,P1-CC1-SEG03,2024-07-23 01:33,2024-07-23 04:19,2024-07-23 07:08,TBM,,65,N,MT-1022,MT-D,
WO-2024-01171,P1-CC2-PMP02,2024-07-23 14:41,2024-07-23 15:28,2024-07-23 18:54,TBM,,0,N,MT-1007,MT-B,월간 점검 완료
WO-2024-01172,P1-SP1-MIX01,2024-07-23 14:42,2024-07-23 14:57,2024-07-23 17:49,BM,ETC,171,N,MT-1012,MT-B,원인 미상
WO-2024-01173,P1-SP1-SNM01,2024-07-23 22:04,2024-07-24 00:42,2024-07-24 01:55,BM,WER,73,N,MT-1019,MT-D,WEAR 확인
WO-2024-01174,P1-CR1-INS01,2024-07-23 23:27,2024-07-24 01:11,2024-07-24 03:21,TBM,,0,N,MT-1024,MT-D,정기점검 - 이상없음
WO-2024-01175,P1-BF2-BLW01,2024-07-23 23:39,2024-07-24 02:51,2024-07-24 06:42,TBM,,185,N,MT-1021,MT-D,월간 점검 완료
WO-2024-01176,P1-BF1-HSV03,2024-07-24 14:40,2024-07-24 17:47,2024-07-24 22:10,BM,MAL,0,N,MT-1014,MT-C,제어 이상
WO-2024-01177,P1-BF1-HSV01,2024-07-24 15:54,2024-07-24 20:31,2024-07-24 22:21,BM,MAL,109,Y,MT-1017,MT-C,오작동 발생
WO-2024-01178,P1-CR1-CAL01,2024-07-24 23:33,2024-07-25 01:19,2024-07-25 10:55,BM,ELE,495,Y,MT-1002,MT-A,
WO-2024-01179,P1-CC2-SEG04,2024-07-24 23:34,2024-07-25 03:20,2024-07-25 08:00,TBM,,0,N,MT-1006,MT-A,TBM 점검
WO-2024-01180,P1-CC2-INS01,2024-07-25 03:30,2024-07-31 19:01,2024-07-31 23:48,CBM,ELE,0,N,MT-1011,MT-B,ELE 이상
WO-2024-01181,P1-SM1-BOF01,2024-07-25 13:58,2024-07-25 15:07,2024-07-25 17:20,TBM,,0,Y,MT-1022,MT-D,점검 이상없음
WO-2024-01182,P1-CR1-PMP01,2024-07-25 14:09,2024-07-25 15:44,2024-07-25 20:14,TBM,,110,N,MT-1020,MT-D,순회점검 후속
WO-2024-01183,P1-SM1-DCF01,2024-07-25 14:29,2024-07-25 16:59,2024-07-25 19:43,TBM,,0,N,MT-1022,MT-D,"1호기 재발, 정기점검 - 이상없음"
WO-2024-01184,P1-SP2-SNM01,2024-07-25 14:46,2024-07-25 20:09,2024-07-25 20:45,BM,,36,Y,MT-1022,MT-D,"1호기 재발, 원인 미상"
WO-2024-01185,P1-CC1-SCC01,2024-07-25 15:27,2024-07-25 16:48,2024-07-25 17:34,BM,ETC,35,N,MT-1021,MT-D,  원인 미상 
WO-2024-01186,P1-CC1-PMP01,2024-07-25 15:35,2024-07-30 23:55,2024-07-31 09:30,CBM,ELE,230,N,MT-1021,MT-D,모터 과열
WO-2024-01187,P1-BF2-HSV03,2024-07-25 15:51,2024-07-25 19:23,2024-07-25 20:51,TBM,,0,Y,MT-1019,MT-D,계획 점검 수행
WO-2024-01188,P1-BF1-PCI01,2024-07-25 22:51,2024-07-26 00:41,2024-07-26 02:29,TBM,,0,Y,MT-1008,MT-B,  계획 점검 수행 
WO-2024-01189,P1-CC2-SEG01,2024-07-25 22:54,2024-07-26 01:41,2024-07-26 03:49,TBM,LUB,0,N,MT-1012,MT-B,오일 레벨 저하
WO-2024-01190,P1-CC2-LDT01,2024-07-26 01:32,2024-07-26 03:18,2024-07-26 06:37,TBM,,199,N,MT-1015,MT-C,"1호기 재발, TBM 점검"
WO-2024-01191,P1-CR1-TCM01,2024-07-26 07:01,2024-07-27 01:58,2024-07-27 05:26,CBM,LUB,207,N,MT-1001,MT-A,누유 확인
WO-2024-01192,P1-CC2-PMP02,2024-07-26 07:02,2024-07-26 10:23,2024-07-26 11:14,BM,LUB,25,N,MT-1005,MT-A,윤활유 누유
WO-2024-01193,P1-SP2-DCF01,2024-07-26 09:14,2024-07-26 11:37,2024-07-26 15:09,TBM,,190,Y,MT-1001,MT-A,"1호기 재발, 월간 점검 완료"
WO-2024-01194,P1-SP2-AGT01,2024-07-26 14:48,2024-07-26 15:35,2024-07-26 19:23,TBM,,227,N,MT-1002,MT-A,정기점검 - 이상없음
WO-2024-01195,P1-SM1-RHD01,2024-07-26 15:39,2024-07-26 18:56,2024-07-26 20:51,TBM,,50,N,MT-1004,MT-A,정기점검 - 이상없음
WO-2024-01196,P1-CR1-PMP03,2024-07-26 22:08,2024-07-27 03:10,2024-07-27 20:34,BM,BRG,1043,N,MT-1013,MT-C,베어링 이상음
WO-2024-01197,P1-SM1-RHD01,2024-07-26 22:30,2024-07-26 23:26,2024-07-27 02:58,BM,LUB,120,N,MT-1013,MT-C,"1호기 재발, 오일 레벨 저하"
WO-2024-01198,P1-SP1-SCR02,2024-07-26 23:09,2024-07-27 02:59,2024-07-27 05:44,BM,LUB,135,Y,MT-1015,MT-C,그리스 부족
WO-2024-01199,P1-SM1-LFR01,2024-07-27 05:32,2024-07-27 09:10,2024-07-27 18:27,BM,WER,557,N,MT-1022,MT-D,"1호기 재발, WEAR 확인"
WO-2024-01200,P1-CC1-LDT01,2024-07-27 06:19,2024-07-27 07:27,2024-07-27 08:22,BM,LUB,55,N,MT-1008,MT-B,"1호기 재발, 누유 확인"
WO-2024-01201,P1-SM1-LFR01,2024-07-27 14:31,2024-07-27 15:16,2024-07-27 19:21,TBM,,0,N,MT-1012,MT-B,TBM 점검
WO-2024-01202,P1-BF2-BFR01,2024-07-27 15:46,2024-07-27 17:28,2024-07-27 18:57,BM,ELE,30,Y,MT-1012,MT-B,인버터 알람
WO-2024-01203,P1-CC2-EMS01,2024-07-27 15:53,2024-07-27 16:32,2024-07-27 17:58,TBM,MAL,0,N,MT-1007,MT-B,
WO-2024-01204,P1-BF2-BLW01,2024-07-28 07:14,2024-08-01 02:30,2024-08-01 08:13,CBM,ELE,290,N,MT-1013,MT-C,절연 저하
WO-2024-01205,P1-SP2-BCV01,2024-07-28 23:07,2024-07-29 01:07,2024-07-29 09:46,BM,LUB,185,Y,MT-1005,MT-A,오일 레벨 저하
WO-2024-01206,P1-BF2-BLW01,2024-07-29 04:09,2024-07-29 08:14,2024-07-29 11:19,BM,ETC,184,N,MT-1010,MT-B,특이사항
WO-2024-01207,P1-CC2-MLD01,2024-07-30 15:35,2024-07-30 18:55,2024-07-30 21:07,BM,ETC,80,N,MT-1005,MT-A,원인 미상
WO-2024-01208,P1-CC1-SEG02,2024-07-30 22:16,2024-07-31 01:07,2024-07-31 02:54,BM,UNB,70,N,MT-1017,MT-C,불평형 의심
WO-2024-01209,P1-SP2-AGT01,2024-07-31 15:52,2024-08-06 06:50,2024-08-06 13:24,CBM,BRG,393,N,MT-1008,MT-B,
WO-2024-01210,P1-SP1-EXF01,2024-07-31 22:49,2024-08-05 19:44,2024-08-06 02:44,CBM,BRG,0,N,MT-1024,MT-D,베어링 이상음
WO-2024-01211,P1-CR1-SPM01,2024-08-01 15:12,2024-08-01 16:45,2024-08-01 20:13,TBM,,0,N,MT-1014,MT-C,순회점검 후속
WO-2024-01212,P1-CR1-TCM01,2024-08-01 22:30,2024-08-02 00:03,2024-08-02 03:30,TBM,,145,N,MT-1003,MT-A,월간 점검 완료
WO-2024-01213,P1-SP1-MIX01,2024-08-01 22:58,2024-08-02 00:13,2024-08-02 05:01,TBM,,287,N,MT-1006,MT-A,
WO-2024-01214,P1-BF1-HSV01,2024-08-01 23:06,2024-08-02 01:46,2024-08-02 05:30,TBM,WER,224,Y,MT-1002,MT-A,WEAR 확인
WO-2024-01215,P1-CC2-SEG01,2024-08-01 22:58,2024-08-02 04:08,2024-08-02 05:44,BM,BRG,70,N,MT-1002,MT-A,BRG소음 확인
WO-2024-01216,P1-SP1-DCF02,2024-08-02 05:18,2024-08-02 08:19,2024-08-02 09:59,TBM,,99,N,MT-1011,MT-B,정기점검 실시
WO-2024-01217,P1-BF2-HSV02,2024-08-02 06:46,2024-08-02 08:20,2024-08-02 12:26,BM,ELE,245,N,MT-1019,MT-D,
WO-2024-01218,P1-BF1-BLW01,2024-08-02 07:25,2024-08-11 10:21,2024-08-11 12:54,CBM,LUB,95,N,MT-1022,MT-D,오일 레벨 저하
WO-2024-01219,P1-CR1-RCL01,2024-08-02 14:07,2024-08-02 14:30,2024-08-02 16:32,TBM,,122,N,MT-1019,MT-D,TBM 점검
WO-2024-01220,P1-SP1-EXF01,2024-08-02 14:50,2024-08-02 14:51,2024-08-02 18:42,TBM,,231,N,MT-1024,MT-D,계획 점검 수행
WO-2024-01221,P1-SP1-BCV02,2024-08-02 15:26,2024-08-02 16:57,2024-08-02 20:35,BM,ETC,217,N,MT-1019,MT-D,
WO-2024-01222,P1-CR1-PKL01,2024-08-02 20:54,2024-08-03 02:11,2024-08-03 05:22,BM,WER,190,N,MT-1010,MT-B,WEAR 확인
WO-2024-01223,P1-CR1-RCL01,2024-08-02 23:27,2024-08-03 00:59,2024-08-03 02:36,BM,,0,N,MT-1007,MT-B,"1호기 재발, 특이사항"
WO-2024-01224,P1-BF2-BLW01,2024-08-02 23:44,2024-08-03 21:09,2024-08-04 04:05,CBM,UNB,350,N,MT-1008,MT-B,진동치 증가
WO-2024-01225,P1-BF2-CAS01,2024-08-03 01:54,2024-08-03 02:11,2024-08-03 03:13,TBM,,30,N,MT-1016,MT-C,  월간 점검 완료 
WO-2024-01226,P1-CC1-INS01,2024-08-03 04:58,2024-08-03 09:22,2024-08-03 23:27,BM,ELE,455,N,MT-1013,MT-C,"1호기 재발, 절연 저하"
WO-2024-01227,P1-SP1-IGF01,2024-08-04 06:34,2024-08-04 07:48,2024-08-04 11:43,TBM,,185,N,MT-1011,MT-B,월간 점검 완료
WO-2024-01228,P1-CR1-SPM01,2024-08-04 06:36,2024-08-04 08:54,2024-08-05 06:56,BM,MAL,555,N,MT-1007,MT-B,인터록 작동
WO-2024-01229,P1-SP2-EXF01-MTR,2024-08-04 11:39,2024-08-04 13:57,2024-08-04 16:09,TBM,,132,N,MT-1009,MT-B,계획 점검 수행
WO-2024-01230,P1-BF2-BLW01,2024-08-04 13:53,2024-08-04 14:25,2024-08-04 17:03,BM,LUB,157,N,MT-1009,MT-B,오일 레벨 저하
WO-2024-01231,P1-CC2-SEG03,2024-08-04 15:17,2024-08-04 17:57,2024-08-04 20:04,TBM,,126,N,MT-1008,MT-B,월간 점검 완료
WO-2024-01232,P1-BF2-PCI01,2024-08-04 22:42,2024-08-05 00:40,2024-08-05 04:27,TBM,,226,N,MT-1020,MT-D,"1호기 재발, TBM 점검"
WO-2024-01233,P1-CC1-MLD01,2024-08-05 06:04,2024-08-05 08:02,2024-08-05 11:50,TBM,,0,N,MT-1014,MT-C,순회점검 후속
WO-2024-01234,P1-CC1-LDT01,2024-08-05 07:28,2024-08-05 09:57,2024-08-05 12:16,TBM,,75,N,MT-1017,MT-C,정기점검 - 이상없음
WO-2024-01235,P1-SM1-CRN02,2024-08-05 14:53,2024-08-05 16:48,2024-08-05 21:42,TBM,WER,294,N,MT-1014,MT-C,"2호기 재발, 마모 진행"
WO-2024-01236,P1-SP1-CRS01,2024-08-05 22:08,2024-08-05 23:09,2024-08-06 03:09,TBM,,240,N,MT-1003,MT-A,정기점검 실시
WO-2024-01237,P1-BF1-PCI01,2024-08-05 23:36,2024-08-06 03:00,2024-08-06 05:21,TBM,,141,Y,MT-1003,MT-A,계획 점검 수행
WO-2024-01238,P1-BF2-HSV01,2024-08-06 06:23,2024-08-06 06:38,2024-08-06 10:51,TBM,,252,Y,MT-1024,MT-D,점검 이상없음
WO-2024-01239,P1-CR1-PMP02,2024-08-06 06:58,2024-08-06 10:13,2024-08-06 13:57,TBM,,224,N,MT-1022,MT-D,
WO-2024-01240,P1-SP2-CRS01,2024-08-06 07:24,2024-08-11 09:42,2024-08-11 12:10,CBM,LUB,55,N,MT-1021,MT-D,
WO-2024-01241,P1-SP1-AGT01,2024-08-06 14:49,2024-08-12 01:54,2024-08-12 10:43,CBM,,528,N,MT-1022,MT-D,특이사항
WO-2024-01242,P1-CR1-SPM01,2024-08-06 15:07,2024-08-06 19:17,2024-08-06 21:05,BM,MAL,95,N,MT-1021,MT-D,설비 트립
WO-2024-01243,P1-CR1-WLD01,2024-08-06 16:53,2024-08-06 16:54,2024-08-06 20:50,TBM,,0,N,MT-1019,MT-D,점검 이상없음
WO-2024-01244,P1-SP2-EXF01,2024-08-06 22:38,2024-08-07 02:56,2024-08-07 06:47,BM,UNB,231,Y,MT-1010,MT-B,
WO-2024-01245,P1-SM1-LFR01,2024-08-07 03:49,2024-08-07 04:38,2024-08-07 06:53,BM,MAL,0,Y,MT-1015,MT-C,제어 이상
WO-2024-01246,P1-CR1-CRN01,2024-08-07 07:08,2024-08-07 10:52,2024-08-07 14:38,TBM,,226,N,MT-1001,MT-A,순회점검 후속
WO-2024-01247,P1-SP1-EXF01,2024-08-07 14:44,2024-08-07 15:27,2024-08-07 19:33,BM,BRG,125,N,MT-1004,MT-A,
WO-2024-01248,P1-BF2-HSV02,2024-08-08 05:55,2024-08-08 06:52,2024-08-08 08:57,TBM,,35,N,MT-1021,MT-D,  순회점검 후속 
WO-2024-01249,P1-SP2-CRS01,2024-08-08 07:05,2024-08-08 08:36,2024-08-08 11:02,TBM,,146,N,MT-1010,MT-B,
WO-2024-01250,P1-CR1-PMP03,2024-08-08 07:38,2024-08-08 09:15,2024-08-08 13:19,TBM,,243,N,MT-1009,MT-B,순회점검 후속
WO-2024-01251,P1-SM1-CRN01,2024-08-08 14:27,2024-08-08 17:13,2024-08-08 21:29,TBM,,256,N,MT-1010,MT-B,월간 점검 완료
WO-2024-01252,P1-CC1-SEG04,2024-08-08 15:41,2024-08-08 16:10,2024-08-08 16:57,TBM,SEL,40,N,MT-1010,MT-B,
WO-2024-01253,P1-CC1-SEG02,2024-08-08 22:35,2024-08-08 22:54,2024-08-09 03:06,TBM,SEL,170,N,MT-1022,MT-D,누수 발생
WO-2024-01254,P1-SP1-EXF01-MTR,2024-08-08 22:08,2024-08-09 01:06,2024-08-09 01:57,TBM,,50,N,MT-1020,MT-D,계획 점검 수행
WO-2024-01255,P1-SP2-CRS01,2024-08-08 23:20,2024-08-16 12:17,2024-08-16 15:07,CBM,MAL,170,N,MT-1023,MT-D,오작동 발생
WO-2024-01256,P1-BF1-BLW01,2024-08-09 01:12,2024-08-09 03:00,2024-08-09 10:01,BM,ELE,210,N,MT-1004,MT-A,"1호기 재발, 인버터 알람"
WO-2024-01257,P1-BF1-BLW01,2024-08-09 06:05,2024-08-09 07:31,2024-08-09 09:41,TBM,,129,N,MT-1015,MT-C,정기점검 실시
WO-2024-01258,P1-BF1-HSV02,2024-08-09 07:08,2024-08-09 10:13,2024-08-09 12:02,TBM,,0,Y,MT-1014,MT-C,월간 점검 완료
WO-2024-01259,P1-CR1-CAL01,2024-08-09 22:35,2024-08-10 01:48,2024-08-10 06:20,TBM,,0,N,MT-1001,MT-A,점검 이상없음
WO-2024-01260,P1-CR1-PMP01,2024-08-09 23:22,2024-08-13 08:47,2024-08-13 18:28,CBM,ELE,580,N,MT-1002,MT-A,ELE 이상
WO-2024-01261,P1-CR1-WLD01,2024-08-10 05:07,2024-08-18 21:42,2024-08-19 02:49,CBM,SEL,155,N,MT-1012,MT-B,SEAL 손상
WO-2024-01262,P1-BF2-BFR01,2024-08-10 06:49,2024-08-10 11:06,2024-08-10 20:01,BM,ELE,230,N,MT-1024,MT-D,ELE 이상
WO-2024-01263,P1-SP1-AGT01,2024-08-10 14:20,2024-08-10 17:54,2024-08-10 22:32,TBM,,278,N,MT-1024,MT-D,정기점검 실시
WO-2024-01264,P1-CR1-INS01,2024-08-10 14:50,2024-08-10 18:31,2024-08-11 03:12,BM,ELE,520,N,MT-1021,MT-D,"1호기 재발, ELE 이상"
WO-2024-01265,P1-CC2-INS01,2024-08-10 23:12,2024-08-12 00:59,2024-08-12 05:31,CBM,SEL,271,N,MT-1009,MT-B,
WO-2024-01266,P1-CR1-CAL01,2024-08-11 09:57,2024-08-11 14:06,2024-08-11 17:07,BM,MAL,60,N,MT-1006,MT-A,오작동 발생
WO-2024-01267,P1-CC1-SEG03,2024-08-11 14:26,2024-08-11 18:28,2024-08-12 02:54,BM,SEL,180,N,MT-1001,MT-A,  냉각수 누설 
WO-2024-01268,P1-CC2-INS01,2024-08-11 22:38,2024-08-12 14:52,2024-08-12 21:38,CBM,ETC,406,N,MT-1017,MT-C,특이사항
WO-2024-01269,P1-CR1-PMP03,2024-08-11 22:50,2024-08-12 04:49,2024-08-12 06:15,BM,LUB,85,N,MT-1016,MT-C,"3호기 재발, 급유 불량"
WO-2024-01270,P1-SP1-MIX02,2024-08-12 00:56,2024-08-12 03:39,2024-08-12 08:31,TBM,WER,292,N,MT-1020,MT-D,"2호기 재발, 마모 진행"
WO-2024-01271,P1-CR1-TCM01,2024-08-12 07:09,2024-08-12 09:21,2024-08-12 16:14,BM,WER,235,N,MT-1011,MT-B,라이너 마모
WO-2024-01272,P1-CC2-INS01,2024-08-12 13:21,2024-08-12 16:26,2024-08-12 18:59,TBM,,153,N,MT-1009,MT-B,월간 점검 완료
WO-2024-01273,P1-SP2-IGF01,2024-08-12 14:08,2024-08-12 14:23,2024-08-12 15:40,TBM,,77,N,MT-1010,MT-B,TBM 점검
WO-2024-01274,P1-CC2-SEG02,2024-08-12 17:43,2024-08-12 18:21,2024-08-12 22:47,TBM,,0,N,MT-1007,MT-B,
WO-2024-01275,P1-BF2-PCI01,2024-08-12 20:40,2024-08-12 21:13,2024-08-13 01:06,BM,SEL,232,N,MT-1024,MT-D,누수 발생
WO-2024-01276,P1-BF1-HSV03,2024-08-12 23:01,2024-08-13 01:23,2024-08-13 06:20,TBM,,296,Y,MT-1022,MT-D,정기점검 - 이상없음
WO-2024-01277,P1-CC2-SEG03,2024-08-13 06:17,2024-08-13 11:50,2024-08-13 12:44,BM,SEL,53,Y,MT-1018,MT-C,냉각수 누설
WO-2024-01278,P1-SP1-CRS01,2024-08-13 15:41,2024-08-13 17:36,2024-08-13 18:57,BM,BRG,80,N,MT-1015,MT-C,"1호기 재발, 베어링링 이상음"
WO-2024-01279,P1-SP2-SNM01,2024-08-13 23:51,2024-08-14 00:38,2024-08-14 02:22,TBM,,35,Y,MT-1002,MT-A,"1호기 재발, 순회점검 후속"
WO-2024-01280,P1-CC2-PMP01,2024-08-14 06:01,2024-08-14 07:39,2024-08-14 11:16,TBM,,216,N,MT-1021,MT-D,정기점검 - 이상없음
WO-2024-01281,P1-CR1-CAL01,2024-08-14 06:43,2024-08-14 09:00,2024-08-14 12:27,BM,WER,207,N,MT-1023,MT-D,마모량 초과
WO-2024-01282,P1-SP2-AGT01-MTR,2024-08-14 06:47,2024-08-14 08:08,2024-08-14 09:24,TBM,,75,N,MT-1020,MT-D,
WO-2024-01283,P1-CR1-TCM01,2024-08-14 06:53,2024-08-14 19:28,2024-08-15 03:18,CBM,,265,N,MT-1021,MT-D,원인 미상
WO-2024-01284,P1-CC1-SEG01,2024-08-14 14:48,2024-08-14 16:42,2024-08-14 21:01,TBM,,95,Y,MT-1024,MT-D,
WO-2024-01285,P1-CR1-RCL01,2024-08-14 14:57,2024-08-14 20:36,2024-08-15 05:19,BM,ETC,175,N,MT-1020,MT-D,재점검 필요
WO-2024-01286,P1-CC1-INS01,2024-08-14 15:51,2024-08-14 16:44,2024-08-14 18:59,TBM,,134,N,MT-1024,MT-D,계획 점검 수행
WO-2024-01287,P1-SP2-CRS01,2024-08-14 23:30,2024-08-15 02:36,2024-08-15 05:32,BM,,175,N,MT-1011,MT-B,원인 미상
WO-2024-01288,P1-CC2-PMP01,2024-08-15 02:53,2024-08-15 06:08,2024-08-15 13:06,BM,UNB,417,N,MT-1017,MT-C,불평형 의심
WO-2024-01289,P1-CR1-SPM01,2024-08-15 06:38,2024-08-18 08:39,2024-08-18 18:05,CBM,UNB,565,Y,MT-1003,MT-A,"1호기 재발, VIB 상승"
WO-2024-01290,P1-CC1-MLD01,2024-08-15 06:50,2024-08-15 12:01,2024-08-15 14:08,BM,SEL,0,Y,MT-1006,MT-A,패킹 누설
WO-2024-01291,P1-SP2-EXF01-MTR,2024-08-15 07:22,2024-08-15 08:44,2024-08-15 10:03,BM,ELE,35,Y,MT-1005,MT-A,
WO-2024-01292,P1-SP2-CLR01,2024-08-15 23:36,2024-08-16 00:09,2024-08-16 03:37,TBM,,208,N,MT-1015,MT-C,순회점검 후속
WO-2024-01293,P1-CC1-TUN01,2024-08-16 07:00,2024-08-16 07:24,2024-08-16 16:23,BM,ETC,538,N,MT-1007,MT-B,현상 재현 안됨
WO-2024-01294,P1-CC2-MLD01,2024-08-16 14:14,2024-08-16 17:56,2024-08-16 20:57,TBM,,181,N,MT-1011,MT-B,"1호기 재발, 점검 이상없음"
WO-2024-01295,P1-SP2-DCF01,2024-08-16 15:07,2024-08-16 17:51,2024-08-16 18:30,BM,WER,35,N,MT-1012,MT-B,
WO-2024-01296,P1-SP1-DCF01,2024-08-16 22:02,2024-08-16 22:20,2024-08-17 02:50,TBM,WER,175,N,MT-1022,MT-D,표면 마모 확인
WO-2024-01297,P1-CR1-PKL01,2024-08-16 22:02,2024-08-17 01:54,2024-08-17 04:49,TBM,,174,N,MT-1019,MT-D,
WO-2024-01298,P1-CC2-INS01,2024-08-17 01:04,2024-08-17 02:06,2024-08-17 06:10,BM,MAL,215,N,MT-1002,MT-A,제어 이상
WO-2024-01299,P1-CC1-PMP02,2024-08-17 06:27,2024-08-17 06:53,2024-08-17 07:45,TBM,,51,Y,MT-1014,MT-C,
WO-2024-01300,P1-SP1-EXF01,2024-08-17 06:51,2024-08-27 02:14,2024-08-27 07:33,CBM,ETC,318,N,MT-1016,MT-C,
WO-2024-01301,P1-SM1-BOF02,2024-08-17 14:43,2024-08-17 18:26,2024-08-17 19:40,TBM,,74,Y,MT-1013,MT-C,월간 점검 완료
WO-2024-01302,P1-BF1-BLW01,2024-08-17 07:29,2024-08-17 07:43,2024-08-17 10:49,BM,BRG,186,N,MT-1014,MT-C,
WO-2024-01303,P1-CR1-SPM01-MTR,2024-08-17 14:52,2024-08-17 14:58,2024-08-17 15:53,TBM,,0,Y,MT-1016,MT-C,월간 점검 완료
WO-2024-01304,P1-BF1-CAS01,2024-08-17 14:58,2024-08-17 16:23,2024-08-17 20:50,TBM,,0,N,MT-1015,MT-C,
WO-2024-01305,P1-SP2-DCF02,2024-08-17 19:07,2024-08-17 19:26,2024-08-17 22:43,TBM,,196,N,MT-1004,MT-A,점검 이상없음
WO-2024-01306,P1-SP2-MIX01,2024-08-18 06:15,2024-08-18 07:46,2024-08-18 11:55,TBM,,248,N,MT-1024,MT-D,정기점검 - 이상없음
WO-2024-01307,P1-SM1-BOF01,2024-08-18 22:20,2024-08-19 00:53,2024-08-19 10:03,BM,MAL,549,N,MT-1008,MT-B,인터록 작동
WO-2024-01308,P1-SP1-CLR01,2024-08-18 14:38,2024-08-18 15:03,2024-08-18 16:35,TBM,,35,N,MT-1021,MT-D,월간 점검검 완료
WO-2024-01309,P1-CC1-PMP01,2024-08-18 23:18,2024-08-19 02:17,2024-08-19 05:39,TBM,UNB,0,N,MT-1011,MT-B,
WO-2024-01310,P1-BF1-BFR01,2024-08-18 23:30,2024-08-19 00:17,2024-08-19 05:15,TBM,,255,N,MT-1009,MT-B,정기점검 - 이상없음
WO-2024-01311,P1-SP1-SNM01,2024-08-19 03:11,2024-08-19 06:59,2024-08-19 07:54,TBM,MAL,40,N,MT-1018,MT-C,"1호기 재발, 제어 이상"
WO-2024-01312,P1-CC1-EMS01,2024-08-19 07:24,2024-08-19 07:34,2024-08-19 08:31,TBM,,56,N,MT-1004,MT-A,월간 점검 완료
WO-2024-01313,P1-SP2-MIX02,2024-08-19 15:06,2024-08-19 15:50,2024-08-19 19:35,TBM,,165,N,MT-1006,MT-A,
WO-2024-01314,P1-BF2-HSV03,2024-08-19 22:24,2024-08-19 23:40,2024-08-20 00:45,BM,MAL,20,N,MT-1016,MT-C,"3호기 재발, 인터록 작동"
WO-2024-01315,P1-BF2-BFR01,2024-08-20 07:11,2024-08-20 07:57,2024-08-20 10:34,TBM,,157,N,MT-1012,MT-B,순회점검 후속
WO-2024-01316,P1-CC2-SCC01,2024-08-20 14:28,2024-08-20 15:15,2024-08-20 18:40,TBM,,95,N,MT-1010,MT-B,"1호기 재발, 정기점검 실시"
WO-2024-01317,P1-SP1-EXF01,2024-08-20 22:15,2024-08-21 02:39,2024-08-21 04:01,BM,UNB,82,N,MT-1022,MT-D,진동 상승
WO-2024-01318,P1-SP1-AGT01-MTR,2024-08-20 22:21,2024-08-21 00:55,2024-08-21 05:16,TBM,,261,N,MT-1024,MT-D,"1호기 재발, 정기점검 실시"
WO-2024-01319,P1-CC2-SEG01,2024-08-21 08:21,2024-08-21 10:42,2024-08-21 15:27,TBM,,285,N,MT-1017,MT-C,"1호기 재발, 정기점검 실시"
WO-2024-01320,P1-CC2-INS01,2024-08-21 10:31,2024-08-28 17:46,2024-08-29 03:39,CBM,ELE,593,N,MT-1013,MT-C,
WO-2024-01321,P1-SP1-AGT01,2024-08-21 11:16,2024-08-21 14:00,2024-08-21 14:46,BM,,45,N,MT-1018,MT-C,특이사항
WO-2024-01322,P1-CC1-TUN01,2024-08-21 15:47,2024-08-21 18:52,2024-08-21 22:57,TBM,BRG,245,N,MT-1013,MT-C,"1호기 재발, 베어링 이상음"
WO-2024-01323,P1-SP2-EXF01,2024-08-21 14:02,2024-08-21 19:45,2024-08-22 01:01,BM,ETC,315,Y,MT-1017,MT-C,현상 재현 안됨
